ballot_ID,Precinct,Ward,WardPrecinct,invalid,rank1,rank10,rank11,rank12,rank13,rank14,rank15,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
"001101-00-00670000856602, 1",1,11,11-1,False,Jeffery McNary,Jivan Sobrinho-Wheeler,Timothy Toomey,Nicola Williams,Quinton Zondervan,Sukia Akiba,Burhan Azeem,Risa Mednick,Gregg Moree,Adriane Musgrave,Patricia Nolan,John Pitkin,Sumbul Siddiqui,Denise Simmons,Ben Simon
"000201-00-00040000849806, 1",1,2,2-1,False,Charles Franklin,Quinton Zondervan,Timothy Toomey,Marc McGovern,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Denise Simmons,Sumbul Siddiqui,Risa Mednick,Dennis Carlone,Alanna Mallon,Ben Simon
"001003-00-00310000367192, 1",3,10,10-3,False,Charles Franklin,,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Risa Mednick,Burhan Azeem,,,,
"000502-00-00150000251222, 1",2,5,5-2,False,Charles Franklin,Denise Simmons,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Quinton Zondervan,Sumbul Siddiqui,Ilan Levy,John Pitkin,Risa Mednick,Nicola Williams
"001102-00-00330000886703, 1",2,11,11-2,False,Charles Franklin,,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Denise Simmons,,,,,
"001103-00-00340000678758, 1",3,11,11-3,False,Charles Franklin,Derek Kopon,Denise Simmons,Burhan Azeem,Sukia Akiba,,,Adriane Musgrave,Patricia Nolan,Jivan Sobrinho-Wheeler,Quinton Zondervan,Ben Simon,Nicola Williams,Dennis Carlone,John Pitkin
"000903-00-00280000473459, 1",3,9,9-3,False,Jeffery McNary,,,,,,,Charles Franklin,Ben Simon,Adriane Musgrave,John Pitkin,Jivan Sobrinho-Wheeler,Nicola Williams,,
"000903-00-00280000900162, 1",3,9,9-3,False,Sukia Akiba,Dennis Carlone,Patricia Nolan,Ben Simon,Nicola Williams,Burhan Azeem,Ilan Levy,Adriane Musgrave,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Denise Simmons,Craig Kelley,Alanna Mallon,Timothy Toomey,Quinton Zondervan
"001002-00-10220000868016, 1",2,10,10-2,False,Sukia Akiba,,,,,,,Risa Mednick,Sumbul Siddiqui,Ben Simon,Adriane Musgrave,Jivan Sobrinho-Wheeler,Quinton Zondervan,Charles Franklin,Marc McGovern
"001103-00-00340000912951, 1",3,11,11-3,False,Sukia Akiba,,,,,,,Adriane Musgrave,Patricia Nolan,Sumbul Siddiqui,Denise Simmons,Jivan Sobrinho-Wheeler,Nicola Williams,Burhan Azeem,Alanna Mallon
"000702-00-00210000923022, 1",2,7,7-2,False,Sukia Akiba,,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Charles Franklin,Alanna Mallon,Nicola Williams,Burhan Azeem,,
"001003-00-00310000136490, 1",3,10,10-3,False,Derek Kopon,,,,,,,Sumbul Siddiqui,Denise Simmons,Ben Simon,Sukia Akiba,Adriane Musgrave,Jivan Sobrinho-Wheeler,Burhan Azeem,
"000403-00-00130000112612, 1",3,4,4-3,False,Charles Franklin,Ben Simon,Jivan Sobrinho-Wheeler,,,,,Derek Kopon,Ilan Levy,Jeffery McNary,Risa Mednick,Gregg Moree,Adriane Musgrave,Patricia Nolan,John Pitkin
"000501-00-00140000158666, 1",1,5,5-1,False,John Pitkin,Sumbul Siddiqui,Quinton Zondervan,Craig Kelley,Marc McGovern,Denise Simmons,Alanna Mallon,Adriane Musgrave,Jivan Sobrinho-Wheeler,Derek Kopon,Sukia Akiba,Burhan Azeem,Charles Franklin,Patricia Nolan,Dennis Carlone
"000503-00-00160000681952, 1",3,5,5-3,False,Nicola Williams,,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Alanna Mallon,Patricia Nolan,Sumbul Siddiqui,,,
"001101-00-00320000475777, 1",1,11,11-1,False,Nicola Williams,,,,,,,Adriane Musgrave,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Marc McGovern,Denise Simmons,,,
"000401-00-00110000388134, 1",1,4,4-1,False,Derek Kopon,,,,,,,Jeffery McNary,Nicola Williams,Adriane Musgrave,Jivan Sobrinho-Wheeler,Patricia Nolan,Burhan Azeem,John Pitkin,Sukia Akiba
"000201-00-00040000059617, 1",1,2,2-1,False,Burhan Azeem,,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Alanna Mallon,Sumbul Siddiqui,Denise Simmons,Marc McGovern,Timothy Toomey,Risa Mednick
"000201-00-00040000071296, 1",1,2,2-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Alanna Mallon,Marc McGovern,Sumbul Siddiqui,Denise Simmons,Risa Mednick,Adriane Musgrave,Timothy Toomey
"000201-00-00040000126687, 1",1,2,2-1,False,Burhan Azeem,Timothy Toomey,,,,,,Denise Simmons,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Quinton Zondervan,Alanna Mallon,Marc McGovern,Adriane Musgrave,Risa Mednick
"000201-00-00040000927354, 1",1,2,2-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Adriane Musgrave,Marc McGovern,Denise Simmons,Timothy Toomey,Risa Mednick
"000602-00-00180000190610, 1",2,6,6-2,False,Burhan Azeem,Ben Simon,,,,,,Risa Mednick,Adriane Musgrave,Jivan Sobrinho-Wheeler,Alanna Mallon,Sumbul Siddiqui,Denise Simmons,Marc McGovern,Timothy Toomey
"000602-00-00180000213513, 1",2,6,6-2,False,Burhan Azeem,,,,,,,Risa Mednick,Adriane Musgrave,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Denise Simmons,Timothy Toomey,Alanna Mallon,Marc McGovern
"000602-00-00180000348418, 1",2,6,6-2,False,Burhan Azeem,Quinton Zondervan,Dennis Carlone,Alanna Mallon,Marc McGovern,Nicola Williams,Sukia Akiba,Adriane Musgrave,Risa Mednick,Patricia Nolan,John Pitkin,Sumbul Siddiqui,Denise Simmons,Ben Simon,Jivan Sobrinho-Wheeler
"000602-00-00180000428224, 1",2,6,6-2,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Sukia Akiba,Jivan Sobrinho-Wheeler,Quinton Zondervan,Nicola Williams,,,
"000602-00-00180000443800, 1",2,6,6-2,False,Burhan Azeem,Timothy Toomey,,,,,,Jeffery McNary,Jivan Sobrinho-Wheeler,Alanna Mallon,Ben Simon,Denise Simmons,Sumbul Siddiqui,Marc McGovern,Adriane Musgrave
"000602-00-00180000511187, 1",2,6,6-2,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Denise Simmons,Nicola Williams,,,
"000602-00-00180000573012, 1",2,6,6-2,False,Burhan Azeem,Adriane Musgrave,Marc McGovern,Timothy Toomey,,,,Jivan Sobrinho-Wheeler,Quinton Zondervan,Sumbul Siddiqui,Nicola Williams,Denise Simmons,Alanna Mallon,Patricia Nolan,Risa Mednick
"000602-00-00180000723111, 1",2,6,6-2,False,Burhan Azeem,Quinton Zondervan,Timothy Toomey,Denise Simmons,Sumbul Siddiqui,Alanna Mallon,,Charles Franklin,Ben Simon,Jivan Sobrinho-Wheeler,Sukia Akiba,Jeffery McNary,Marc McGovern,Craig Kelley,Dennis Carlone
"000602-00-00180000741731, 1",2,6,6-2,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Adriane Musgrave,Denise Simmons,Timothy Toomey,Risa Mednick
"000602-00-00180000799708, 1",2,6,6-2,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Denise Simmons,Adriane Musgrave,Nicola Williams,Charles Franklin,
"000602-00-00180000855426, 1",2,6,6-2,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Denise Simmons,Adriane Musgrave,Nicola Williams,Charles Franklin,
"000602-00-00180000859846, 1",2,6,6-2,False,Burhan Azeem,,,,,,,Denise Simmons,Sukia Akiba,Nicola Williams,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,,,
"000602-00-00180000934678, 1",2,6,6-2,False,Burhan Azeem,Patricia Nolan,Jeffery McNary,Adriane Musgrave,Denise Simmons,Sumbul Siddiqui,Alanna Mallon,Sukia Akiba,Charles Franklin,Risa Mednick,John Pitkin,Ben Simon,Jivan Sobrinho-Wheeler,Quinton Zondervan,Nicola Williams
"000602-00-00520000524485, 1",2,6,6-2,False,Burhan Azeem,Write-In 3,,,,,,Nicola Williams,Gregg Moree,Charles Franklin,Denise Simmons,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Write-In 1,Write-In 2
"000901-00-00260000568299, 1",1,9,9-1,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Denise Simmons,Marc McGovern,Risa Mednick,Adriane Musgrave,Alanna Mallon,
"000901-00-00260000731575, 1",1,9,9-1,False,Burhan Azeem,Charles Franklin,Sukia Akiba,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Adriane Musgrave,Timothy Toomey,Marc McGovern,Denise Simmons,Alanna Mallon,Risa Mednick
"000901-00-09120000765155, 1",1,9,9-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Marc McGovern,Denise Simmons,Alanna Mallon,,,
"000701-00-00200000002041, 1",1,7,7-1,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Marc McGovern,Risa Mednick,Adriane Musgrave,Denise Simmons,Timothy Toomey
"000701-00-00200000045796, 1",1,7,7-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Denise Simmons,Marc McGovern,Alanna Mallon,Adriane Musgrave,Sumbul Siddiqui,Timothy Toomey,
"000701-00-00200000153727, 1",1,7,7-1,False,Burhan Azeem,Patricia Nolan,Ben Simon,Timothy Toomey,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Risa Mednick,Denise Simmons,Adriane Musgrave,Nicola Williams,Quinton Zondervan
"000701-00-00200000297405, 1",1,7,7-1,False,Burhan Azeem,,,,,,,Risa Mednick,Denise Simmons,Jivan Sobrinho-Wheeler,Adriane Musgrave,Alanna Mallon,Marc McGovern,Sumbul Siddiqui,Timothy Toomey
"000701-00-00200000453506, 1",1,7,7-1,False,Burhan Azeem,,,,,,,Sukia Akiba,Jivan Sobrinho-Wheeler,John Pitkin,Ben Simon,,,,
"000701-00-00200000678578, 1",1,7,7-1,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,,,,,
"000701-00-00200000897926, 1",1,7,7-1,False,Burhan Azeem,,,,,,,Risa Mednick,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Denise Simmons,Timothy Toomey,Marc McGovern,,
"000103-00-00030000022039, 1",3,1,1-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Risa Mednick,Alanna Mallon,Denise Simmons,Timothy Toomey,Marc McGovern,Sumbul Siddiqui
"000103-00-00030000248617, 1",3,1,1-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Sumbul Siddiqui,Sukia Akiba,Alanna Mallon,Charles Franklin,Ben Simon,Risa Mednick
"000103-00-00030000377942, 1",3,1,1-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Denise Simmons,Adriane Musgrave,Timothy Toomey,Marc McGovern,Risa Mednick
"000103-00-00030000475771, 1",3,1,1-3,False,Burhan Azeem,Marc McGovern,Dennis Carlone,Quinton Zondervan,Charles Franklin,Derek Kopon,Patricia Nolan,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Ben Simon,Adriane Musgrave,Timothy Toomey,Denise Simmons,Risa Mednick
"000103-00-00030000491055, 1",3,1,1-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Risa Mednick,Timothy Toomey,Marc McGovern,Adriane Musgrave,Denise Simmons,Sumbul Siddiqui,Alanna Mallon
"000103-00-00030000548534, 1",3,1,1-3,False,Burhan Azeem,Timothy Toomey,,,,,,Jivan Sobrinho-Wheeler,Patricia Nolan,Dennis Carlone,Craig Kelley,Sumbul Siddiqui,Quinton Zondervan,Denise Simmons,Marc McGovern
"000103-00-00030000631610, 1",3,1,1-3,False,Burhan Azeem,Risa Mednick,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Adriane Musgrave,Quinton Zondervan,Denise Simmons,Derek Kopon,Marc McGovern,Nicola Williams
"000103-00-00030000732646, 1",3,1,1-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sukia Akiba,Derek Kopon,,,,,
"000103-00-00030000734513, 1",3,1,1-3,False,Burhan Azeem,,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Charles Franklin,Nicola Williams,Quinton Zondervan,Sumbul Siddiqui,Marc McGovern,Derek Kopon
"000103-00-00030000740205, 1",3,1,1-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Quinton Zondervan,,,,
"000103-00-00030000772996, 1",3,1,1-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Risa Mednick,Timothy Toomey,Marc McGovern,Adriane Musgrave,Denise Simmons,Sumbul Siddiqui,Alanna Mallon
"000503-00-00160000027175, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Adriane Musgrave,Denise Simmons,Timothy Toomey,Risa Mednick
"000503-00-00160000098321, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,,,,,,
"000503-00-00160000208424, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Marc McGovern,Alanna Mallon,Adriane Musgrave,Denise Simmons,Charles Franklin,Derek Kopon
"000503-00-00160000243951, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Marc McGovern,Sumbul Siddiqui,Adriane Musgrave,Timothy Toomey,,,
"000503-00-00160000278935, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Adriane Musgrave,Denise Simmons,Timothy Toomey,Risa Mednick
"000503-00-00160000315481, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Denise Simmons,Timothy Toomey,Risa Mednick,Adriane Musgrave,Marc McGovern
"000503-00-00160000319811, 1",3,5,5-3,False,Burhan Azeem,Timothy Toomey,,,,,,Jivan Sobrinho-Wheeler,Charles Franklin,Adriane Musgrave,Risa Mednick,Sumbul Siddiqui,Denise Simmons,Alanna Mallon,Marc McGovern
"000503-00-00160000334882, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Adriane Musgrave,Marc McGovern,Alanna Mallon,Quinton Zondervan,,
"000503-00-00160000381137, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Denise Simmons,Ben Simon,,,,,
"000503-00-00160000458750, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Adriane Musgrave,Denise Simmons,Timothy Toomey,Risa Mednick
"000503-00-00160000538557, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Adriane Musgrave,Denise Simmons,Timothy Toomey,Risa Mednick
"000503-00-00160000815513, 1",3,5,5-3,False,Burhan Azeem,Alanna Mallon,,,,,,Sukia Akiba,Jivan Sobrinho-Wheeler,Derek Kopon,Sumbul Siddiqui,Patricia Nolan,Denise Simmons,Nicola Williams,Adriane Musgrave
"000503-00-00160000841511, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Denise Simmons,Marc McGovern,Alanna Mallon,Jeffery McNary,Timothy Toomey,Nicola Williams
"000503-00-00160000863621, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Quinton Zondervan,,,,
"000503-00-00160000869582, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Risa Mednick,Adriane Musgrave,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Denise Simmons,Timothy Toomey,Marc McGovern
"000503-00-00160000923889, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Alanna Mallon,Sumbul Siddiqui,Dennis Carlone,Marc McGovern,Quinton Zondervan,Derek Kopon,John Pitkin
"000503-00-00160000989544, 1",3,5,5-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Adriane Musgrave,Denise Simmons,Timothy Toomey,Risa Mednick
"001101-00-00320000434755, 1",1,11,11-1,False,Burhan Azeem,,,,,,,Adriane Musgrave,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Charles Franklin,Craig Kelley,John Pitkin,Alanna Mallon,
"001101-00-00320000577669, 1",1,11,11-1,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Risa Mednick,,,,
"001101-00-00320000594241, 1",1,11,11-1,False,Burhan Azeem,,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Denise Simmons,Alanna Mallon,Timothy Toomey,Craig Kelley,Marc McGovern,Sumbul Siddiqui
"001101-00-00320000734858, 1",1,11,11-1,False,Burhan Azeem,,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Denise Simmons,Alanna Mallon,Timothy Toomey,Craig Kelley,Marc McGovern,Sumbul Siddiqui
"001101-00-00320000862604, 1",1,11,11-1,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Adriane Musgrave,Jivan Sobrinho-Wheeler,Alanna Mallon,Nicola Williams,Denise Simmons,,
"000703-00-00220000779744, 1",3,7,7-3,False,Burhan Azeem,Timothy Toomey,,,,,,Jivan Sobrinho-Wheeler,Derek Kopon,Patricia Nolan,Adriane Musgrave,Jeffery McNary,Ben Simon,Craig Kelley,Ilan Levy
"000703-00-00220000823131, 1",3,7,7-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Patricia Nolan,John Pitkin,,,
"000703-00-00220000944531, 1",3,7,7-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Risa Mednick,Alanna Mallon,Sumbul Siddiqui,Denise Simmons,Timothy Toomey,Marc McGovern
"000102-00-00020000173759, 1",2,1,1-2,False,Burhan Azeem,Risa Mednick,Timothy Toomey,,,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Derek Kopon,Charles Franklin,Sumbul Siddiqui,Ilan Levy,Patricia Nolan,Alanna Mallon
"000102-00-00020000392002, 1",2,1,1-2,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Nicola Williams,Quinton Zondervan,Alanna Mallon,Denise Simmons,,
"000102-00-00020000764479, 1",2,1,1-2,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Alanna Mallon,Derek Kopon,Quinton Zondervan,Ilan Levy,John Pitkin,Sumbul Siddiqui,Nicola Williams
"000102-00-00020000861011, 1",2,1,1-2,False,Burhan Azeem,Quinton Zondervan,Charles Franklin,Derek Kopon,Jeffery McNary,Nicola Williams,Timothy Toomey,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Sukia Akiba,Risa Mednick,Gregg Moree,Ben Simon,Denise Simmons
"000303-00-00100000175990, 1",3,3,3-3,False,Burhan Azeem,,,,,,,Denise Simmons,Nicola Williams,Jivan Sobrinho-Wheeler,Dennis Carlone,Ben Simon,Quinton Zondervan,Sumbul Siddiqui,
"000303-00-00100000337915, 1",3,3,3-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Marc McGovern,Alanna Mallon,,,,
"000303-00-00100000527026, 1",3,3,3-3,False,Burhan Azeem,,,,,,,Patricia Nolan,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Ben Simon,Sukia Akiba,Denise Simmons,Quinton Zondervan,
"000303-00-00100000604962, 1",3,3,3-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Ben Simon,,,,
"000303-00-00100000651095, 1",3,3,3-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Nicola Williams,Patricia Nolan,Quinton Zondervan,,,
"000303-00-00100000779525, 1",3,3,3-3,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Alanna Mallon,Marc McGovern,Sumbul Siddiqui,Denise Simmons,Adriane Musgrave,,
"000303-00-00100000901308, 1",3,3,3-3,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Adriane Musgrave,Risa Mednick,,,,
"000303-00-00100000929410, 1",3,3,3-3,False,Burhan Azeem,Quinton Zondervan,Dennis Carlone,Patricia Nolan,Charles Franklin,Nicola Williams,Derek Kopon,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Adriane Musgrave,Alanna Mallon,Risa Mednick,Marc McGovern,Denise Simmons,Timothy Toomey
"000601-00-00170000141334, 1",1,6,6-1,False,Burhan Azeem,,,,,,,Gregg Moree,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Adriane Musgrave,Marc McGovern,Denise Simmons,
"000601-00-00170000259004, 1",1,6,6-1,False,Burhan Azeem,,,,,,,Denise Simmons,Sumbul Siddiqui,Adriane Musgrave,Jivan Sobrinho-Wheeler,Risa Mednick,Alanna Mallon,Timothy Toomey,Marc McGovern
"000601-00-00170000262451, 1",1,6,6-1,False,Burhan Azeem,,,,,,,John Pitkin,Jivan Sobrinho-Wheeler,Quinton Zondervan,Sumbul Siddiqui,Alanna Mallon,Nicola Williams,Sukia Akiba,Charles Franklin
"000601-00-00170000387328, 1",1,6,6-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Adriane Musgrave,Marc McGovern,Denise Simmons,,
"000601-00-00170000518821, 1",1,6,6-1,False,Burhan Azeem,Risa Mednick,,,,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Alanna Mallon,Sumbul Siddiqui,Charles Franklin,Marc McGovern,Denise Simmons,Timothy Toomey
"000601-00-00170000537981, 1",1,6,6-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Adriane Musgrave,Denise Simmons,Timothy Toomey,Risa Mednick
"000601-00-00170000650915, 1",1,6,6-1,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Quinton Zondervan,Nicola Williams,Denise Simmons,Risa Mednick,,
"000601-00-00170000861827, 1",1,6,6-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Sumbul Siddiqui,Marc McGovern,,,,
"000601-00-00170000979133, 1",1,6,6-1,False,Burhan Azeem,,,,,,,Risa Mednick,Jivan Sobrinho-Wheeler,Alanna Mallon,Denise Simmons,Sumbul Siddiqui,Marc McGovern,Timothy Toomey,Adriane Musgrave
"003021-00-00090000036102, 1",2A,3,3-2A,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Dennis Carlone,Denise Simmons,,,,,
"003021-00-00090000252067, 1",2A,3,3-2A,False,Burhan Azeem,Marc McGovern,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Denise Simmons,Risa Mednick,Alanna Mallon,Adriane Musgrave,Timothy Toomey,Jeffery McNary
"003021-00-00090000580964, 1",2A,3,3-2A,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Adriane Musgrave,Nicola Williams,Risa Mednick,Sukia Akiba,Ben Simon
"003021-00-00090000782298, 1",2A,3,3-2A,False,Burhan Azeem,Quinton Zondervan,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Alanna Mallon,Adriane Musgrave,Denise Simmons,Marc McGovern,Risa Mednick,Timothy Toomey
"003021-00-00090000892474, 1",2A,3,3-2A,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Alanna Mallon,Risa Mednick,Sumbul Siddiqui,Marc McGovern,Denise Simmons,Timothy Toomey,Adriane Musgrave
"003021-00-00090000903508, 1",2A,3,3-2A,False,Burhan Azeem,Charles Franklin,Craig Kelley,John Pitkin,Risa Mednick,Ilan Levy,Marc McGovern,Adriane Musgrave,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Dennis Carlone,Derek Kopon,Alanna Mallon,Quinton Zondervan,Nicola Williams
"000401-00-00110000153835, 1",1,4,4-1,False,Burhan Azeem,,,,,,,Adriane Musgrave,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Alanna Mallon,Marc McGovern,Risa Mednick,Timothy Toomey,Denise Simmons
"000401-00-00110000482919, 1",1,4,4-1,False,Burhan Azeem,Charles Franklin,Patricia Nolan,Ben Simon,Sukia Akiba,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Marc McGovern,Alanna Mallon,Risa Mednick,Sumbul Siddiqui,Denise Simmons,Nicola Williams
"000401-00-00110000680791, 1",1,4,4-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Alanna Mallon,Sumbul Siddiqui,Adriane Musgrave,Marc McGovern,Denise Simmons,Timothy Toomey,Risa Mednick
"000401-00-00110000915010, 1",1,4,4-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Risa Mednick,Alanna Mallon,Denise Simmons,Marc McGovern,Adriane Musgrave,Quinton Zondervan
"000401-00-00110000953376, 1",1,4,4-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Risa Mednick,Timothy Toomey,Denise Simmons
"000301-00-00070000265073, 1",1,3,3-1,False,Burhan Azeem,Marc McGovern,Jeffery McNary,Risa Mednick,Ilan Levy,Dennis Carlone,Quinton Zondervan,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Adriane Musgrave,Charles Franklin,Derek Kopon,Patricia Nolan,Timothy Toomey,Alanna Mallon
"000301-00-00070000297961, 1",1,3,3-1,False,Burhan Azeem,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Adriane Musgrave,Marc McGovern,Risa Mednick,Alanna Mallon,Denise Simmons,
"000301-00-00070000329375, 1",1,3,3-1,False,Burhan Azeem,,,,,,,Jivan Sobrinho-Wheeler,Adriane Musgrave,Sumbul Siddiqui,Alanna Mallon,Risa Mednick,Denise Simmons,Marc McGovern,Timothy Toomey
