id,name,party_name,council_id,council_name,election,cand_ward_id,map_ward_id,ward_name,contested,elected,status,occurred_on_count,first_prefs,transfers02,total_votes02,transfers03,total_votes03,transfers04,total_votes04,transfers05,total_votes05,transfers06,total_votes06,transfers07,total_votes07,transfers08,total_votes08,transfers09,total_votes09,transfers10,total_votes10,transfers11,total_votes11,transfers12,total_votes12,transfers13,total_votes13,electorate,total_poll,valid_poll,rejected,quota,seats,candidates
21242,"Marie McGurk","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003080,S13003080,"Paisley Southeast",1,1,Elected,9,693,7,700,5,705,72,777,22,799,6.25765,805.25765,70.59283,875.85048,12.36024,888.21072,67.89364,956.10436,,,,,,,,,9546,4185,4080,105,1021,3,9
21930,"Stuart Alexander McAusland","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003080,S13003080,"Paisley Southeast",1,0,Excluded,4,385,4,389,26,415,14,429,-429,0,0,0,0,0,0,0,0,0,,,,,,,,,9546,4185,4080,105,1021,3,9
21943,"Allan Heron","Liberal Democrats",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003080,S13003080,"Paisley Southeast",1,0,Excluded,2,154,3,157,-157,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9546,4185,4080,105,1021,3,9
62803,"Jim McIlroy","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003080,S13003080,"Paisley Southeast",1,0,Excluded,8,496,2,498,29,527,4,531,45,576,11.06616,587.06616,115.25153,702.31769,0.12246,702.44015,-702.44015,0,,,,,,,,,9546,4185,4080,105,1021,3,9
84113,"Bruce MacFarlane","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003080,S13003080,"Paisley Southeast",1,1,Elected,7,862,0,862,9,871,67,938,21,959,8.95832,967.95832,68.6587,1036.62,-15.61702,1021,0,1021,,,,,,,,,9546,4185,4080,105,1021,3,9
86187,"David Richard Laffan","Scottish Green Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003080,S13003080,"Paisley Southeast",1,0,Excluded,3,194,14,208,19,227,-227,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9546,4185,4080,105,1021,3,9
2712,"Andy Doig",Independent,renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003083,S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",1,1,Elected,1,1416,-251,1165,0,1165,0,1165,0,1165,0,1165,0,1165,0,1165,,,,,,,,,,,11956,5957,5821,136,1165,4,8
20876,"Emma Rodden","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003083,S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",1,1,Elected,1,1215,0,1215,-50,1165,0,1165,0,1165,0,1165,0,1165,0,1165,,,,,,,,,,,11956,5957,5821,136,1165,4,8
20877,"Graeme Stockton","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003083,S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",1,0,Excluded,7,582,43.07175,625.07175,43.4544,668.52615,4.75015,673.2763,138.0749,811.3512,15.59525,826.94645,1.84183,828.78828,-828.78828,0,,,,,,,,,,,11956,5957,5821,136,1165,4,8
86030,"Chris Gilmour","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003083,S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",1,1,Elected,6,968,49.80725,1017.80725,0.6584,1018.46565,17.65875,1036.1244,20.637,1056.7614,186.03975,1242.80,-77.80115,1165,0,1165,,,,,,,,,,,11956,5957,5821,136,1165,4,8
86031,"Gillian Graham","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003083,S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",1,1,Elected,8,689,34.3865,723.3865,1.02875,724.41525,24.65875,749.074,39.2287,788.3027,146.5903,934.893,65.31046,1000.20346,264.39791,1264.60,,,,,,,,,,,11956,5957,5821,136,1165,4,8
86032,"Heather Hudson","Scottish Green Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003083,S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",1,0,Excluded,4,234,28.36,262.36,2.92165,265.28165,14.87715,280.1588,-280.1588,0,0,0,0,0,0,0,,,,,,,,,,,11956,5957,5821,136,1165,4,8
86033,"Andrew Jackson","Liberal Democrats",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003083,S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",1,0,Excluded,3,89,18.434,107.434,0.1646,107.5986,-107.5986,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11956,5957,5821,136,1165,4,8
86034,"Louise Reid","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003083,S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",1,0,Excluded,5,628,39.704,667.704,0.20575,667.90975,18.65875,686.5685,10.127,696.6955,-696.6955,0,0,0,0,0,,,,,,,,,,,11956,5957,5821,136,1165,4,8
3142,"Mags MacLaren","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,1,Elected,2,851,300.32389,1151.32,-195.32389,956,0,956,0,956,0,956,0,956,0,956,0,956,0,956,0,956,,,,,13728,4956,4779,177,956,4,11
5352,"Jim Halfpenny","Trade Unionist and Socialist Coalition",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,0,Excluded,3,46,0.80229,46.80229,4.09698,50.89927,-50.89927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,13728,4956,4779,177,956,4,11
20868,"Kenny MacLaren","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,1,Elected,1,1305,-349,956,0,956,0,956,0,956,0,956,0,956,0,956,0,956,0,956,0,956,,,,,13728,4956,4779,177,956,4,11
21244,"Ben Smith","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,1,Elected,11,679,5.61603,684.61603,13.34061,697.95664,0,697.95664,5.30573,703.26237,5.60673,708.8691,15.01024,723.87934,0.11512,723.99446,40.21297,764.20743,127.96295,892.17038,197.17195,1089.34,,,,,13728,4956,4779,177,956,4,11
86014,"Mark Bailey","Liberal Democrats",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,0,Excluded,6,128,1.33715,129.33715,5.94135,135.2785,3.21501,138.49351,2.21501,140.70852,9.43002,150.13854,-150.13854,0,0,0,0,0,0,0,0,0,,,,,13728,4956,4779,177,956,4,11
86015,"Rona Grieve","Scottish Family Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,0,Excluded,5,75,0.80229,75.80229,3.19158,78.99387,3.26037,82.25424,6.55431,88.80855,-88.80855,0,0,0,0,0,0,0,0,0,0,0,,,,,13728,4956,4779,177,956,4,11
86016,"Janis McDonald","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,1,Elected,7,852,8.29033,860.29033,25.67052,885.96085,12.52074,898.48159,3.09072,901.57231,16.43002,918.00233,38.15398,956.15631,-0.15631,956,0,956,0,956,0,956,,,,,13728,4956,4779,177,956,4,11
86017,"John McIntyre",Independent,renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,0,Excluded,8,119,2.94173,121.94173,9.1683,131.11003,10.5278,141.63783,15.04536,156.68319,19.52074,176.20393,15.61146,191.81539,0.00552,191.82091,-191.82091,0,0,0,0,0,,,,,13728,4956,4779,177,956,4,11
86018,"Fraser Paul","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,0,Excluded,10,443,0.26743,443.26743,1.42614,444.69357,0,444.69357,0.04536,444.73893,9,453.73893,23.84059,477.57952,0.00858,477.5881,25.48344,503.07154,12.60003,515.67157,-515.67157,0,,,,,13728,4956,4779,177,956,4,11
86019,"Cara Rae","Scottish Green Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,0,Excluded,9,228,15.24351,243.24351,71.7498,314.99331,7.86004,322.85335,15.43801,338.29136,5.62558,343.91694,16.9054,360.82234,0.0055,360.82784,31.15203,391.97987,-391.97987,0,0,0,,,,,13728,4956,4779,177,956,4,11
86020,"Samuel Oludare Yerokun","Alba Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003078,S13003078,"Paisley Northwest",1,0,Excluded,4,53,1.87201,54.87201,8.97507,63.84708,2.26037,66.10745,-66.10745,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,13728,4956,4779,177,956,4,11
9207,"Peter Morton",Independent,renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003075,S13003075,"Renfrew North and Braehead",1,0,Excluded,4,59,13.68075,72.68075,13.41028,86.09103,2.15316,88.24419,-88.24419,0,0,0,0,0,,,,,,,,,,,,,13717,5836,5621,215,1125,4,7
20862,"Lisa-Marie Hughes","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003075,S13003075,"Renfrew North and Braehead",1,1,Elected,1,1376,-251,1125,0,1125,0,1125,0,1125,0,1125,0,1125,,,,,,,,,,,,,13717,5836,5621,215,1125,4,7
20863,"John Shaw","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003075,S13003075,"Renfrew North and Braehead",1,1,Elected,1,1374,0,1374,-249,1125,0,1125,0,1125,0,1125,0,1125,,,,,,,,,,,,,13717,5836,5621,215,1125,4,7
21189,"Ross Stalker","Liberal Democrats",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003075,S13003075,"Renfrew North and Braehead",1,0,Excluded,5,253,36.29959,289.29959,35.88156,325.18115,10.22751,335.40866,22.54173,357.95039,-357.95039,0,0,0,,,,,,,,,,,,,13717,5836,5621,215,1125,4,7
84114,"Jamie McGuire","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003075,S13003075,"Renfrew North and Braehead",1,1,Elected,1,1371,0,1371,0,1371,-246,1125,0,1125,0,1125,0,1125,,,,,,,,,,,,,13717,5836,5621,215,1125,4,7
86192,"John Gray","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003075,S13003075,"Renfrew North and Braehead",1,1,Elected,7,897,6.56676,903.56676,11.05442,914.62118,18.66072,933.2819,7.36065,940.64255,66.53044,1007.17299,298.30014,1305.47,,,,,,,,,,,,,13717,5836,5621,215,1125,4,7
86193,"Sophia Daphne Rose Dowling Sparks","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003075,S13003075,"Renfrew North and Braehead",1,0,Excluded,6,291,60.56012,351.56012,55.2721,406.83222,196.29642,603.12864,27.24694,630.37558,164.6574,795.03298,-795.03298,0,,,,,,,,,,,,,13717,5836,5621,215,1125,4,7
20786,"Neill Graham","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003077,S13003077,"Paisley Northeast and Ralston",1,1,Elected,4,909,34.79256,943.79256,89.85009,1033.64265,395.81346,1429.46,,,,,,,,,,,,,,,,,,,9141,4651,4581,70,1146,3,4
20867,"Jennifer Marion Adam-McGregor","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003077,S13003077,"Paisley Northeast and Ralston",1,1,Elected,1,1843,-697,1146,0,1146,0,1146,,,,,,,,,,,,,,,,,,,9141,4651,4581,70,1146,3,4
86058,"Graeme Clark","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003077,S13003077,"Paisley Northeast and Ralston",1,1,Elected,1,1556,0,1556,-410,1146,0,1146,,,,,,,,,,,,,,,,,,,9141,4651,4581,70,1146,3,4
86059,"Alan McInnes","Liberal Democrats",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003077,S13003077,"Paisley Northeast and Ralston",1,0,Excluded,3,273,353.97648,626.97648,191.03025,818.00673,-818.00673,0,,,,,,,,,,,,,,,,,,,9141,4651,4581,70,1146,3,4
20787,"John Cameron","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003079,S13003079,"Paisley East and Central",1,0,"Not elected",,418,0.91216,418.91216,3.07476,421.98692,11.15768,433.1446,23.61376,456.75836,104.8838,561.64216,,,,,,,,,,,,,,,10103,3973,3829,144,958,3,7
20869,"Will Mylet","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003079,S13003079,"Paisley East and Central",1,1,Elected,6,486,244.91496,730.91496,3.31128,734.22624,8,742.22624,176.638,918.86424,92.7656,1011.63,,,,,,,,,,,,,,,10103,3973,3829,144,958,3,7
21929,"Carolann Davidson","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003079,S13003079,"Paisley East and Central",1,1,Elected,1,1040,0,1040,-82,958,0,958,0,958,0,958,,,,,,,,,,,,,,,10103,3973,3829,144,958,3,7
21931,"John McNaughtan","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003079,S13003079,"Paisley East and Central",1,1,Elected,1,1241,-283,958,0,958,0,958,0,958,0,958,,,,,,,,,,,,,,,10103,3973,3829,144,958,3,7
84111,"Duncan Grant","Scottish Libertarian Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003079,S13003079,"Paisley East and Central",1,0,Excluded,3,45,0.68412,45.68412,0.63072,46.31484,-46.31484,0,0,0,0,0,,,,,,,,,,,,,,,10103,3973,3829,144,958,3,7
86185,"Athol Bond","Scottish Green Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003079,S13003079,"Paisley East and Central",1,0,Excluded,4,293,17.33104,310.33104,3.942,314.27304,8.23652,322.50956,-322.50956,0,0,0,,,,,,,,,,,,,,,10103,3973,3829,144,958,3,7
86186,"Jonathan Smith","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003079,S13003079,"Paisley East and Central",1,0,Excluded,5,306,6.61316,312.61316,64.72764,377.3408,7.15768,384.49848,61.26888,445.76736,-445.76736,0,,,,,,,,,,,,,,,10103,3973,3829,144,958,3,7
20788,"Scott Kerr",Independent,renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003081,S13003081,"Paisley Southwest",1,0,Excluded,4,86,19.1328,105.1328,30.83405,135.96685,7.11858,143.08543,-143.08543,0,0,0,,,,,,,,,,,,,,,11998,5399,5264,135,1053,4,7
20872,"Lorraine Cameron","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003081,S13003081,"Paisley Southwest",1,1,Elected,1,1120,0,1120,0,1120,-67,1053,0,1053,0,1053,,,,,,,,,,,,,,,11998,5399,5264,135,1053,4,7
20873,"Stephen Burns","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003081,S13003081,"Paisley Southwest",1,1,Elected,1,1288,0,1288,-235,1053,0,1053,0,1053,0,1053,,,,,,,,,,,,,,,11998,5399,5264,135,1053,4,7
21216,"Kevin Montgomery","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003081,S13003081,"Paisley Southwest",1,1,Elected,1,1384,-331,1053,0,1053,0,1053,0,1053,0,1053,,,,,,,,,,,,,,,11998,5399,5264,135,1053,4,7
86189,"Anne Hannigan","Liberal Democrats",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003081,S13003081,"Paisley Southwest",1,1,Elected,6,754,109.53528,863.53528,57.6542,921.18948,18.36474,939.55422,24.1151,963.66932,92.12977,1055.80,,,,,,,,,,,,,,,11998,5399,5264,135,1053,4,7
86190,"Marc Schmitz","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003081,S13003081,"Paisley Southwest",1,0,"Not elected",,524,43.28796,567.28796,3.10165,570.38961,0.83748,571.22709,15.51124,586.73833,29.58215,616.32048,,,,,,,,,,,,,,,11998,5399,5264,135,1053,4,7
86191,"Richard Vassie",Independent,renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003081,S13003081,"Paisley Southwest",1,0,Excluded,5,108,26.78592,134.78592,15.14335,149.92927,6.93912,156.86839,69.17107,226.03946,-226.03946,0,,,,,,,,,,,,,,,11998,5399,5264,135,1053,4,7
20789,"James MacLaren","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003085,S13003085,"Bishopton, Bridge of Weir and Langbank",1,1,Elected,5,1353,28.32284,1381.32284,23.64969,1404.97253,168.59351,1573.56604,940.49037,2514.06,,,,,,,,,,,,,,,,,13065,6636,6565,71,1642,3,5
21184,"Mark Dougan","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003085,S13003085,"Bishopton, Bridge of Weir and Langbank",1,0,Excluded,4,902,13.38332,915.38332,12.86163,928.24495,101.73017,1029.97512,-1029.97512,0,,,,,,,,,,,,,,,,,13065,6636,6565,71,1642,3,5
21946,"Colin McCulloch","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003085,S13003085,"Bishopton, Bridge of Weir and Langbank",1,1,Elected,2,1534,287.27452,1821.27,-179.27452,1642,0,1642,0,1642,,,,,,,,,,,,,,,,,13065,6636,6565,71,1642,3,5
86024,"Fiona Airlie-Nicolson","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003085,S13003085,"Bishopton, Bridge of Weir and Langbank",1,1,Elected,1,2384,-742,1642,0,1642,0,1642,0,1642,,,,,,,,,,,,,,,,,13065,6636,6565,71,1642,3,5
86025,"Grant Toghill","Liberal Democrats",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003085,S13003085,"Bishopton, Bridge of Weir and Langbank",1,0,Excluded,3,392,187.36648,579.36648,97.59246,676.95894,-676.95894,0,0,0,,,,,,,,,,,,,,,,,13065,6636,6565,71,1642,3,5
20864,"Jim Paterson","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003076,S13003076,"Renfrew South and Gallowhill",1,1,Elected,2,842,165.17792,1007.18,,,,,,,,,,,,,,,,,,,,,,,9357,3854,3761,93,941,3,5
20865,"Cathy McEwan","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003076,S13003076,"Renfrew South and Gallowhill",1,1,Elected,1,1129,-188,941,,,,,,,,,,,,,,,,,,,,,,,9357,3854,3761,93,941,3,5
21185,"Edward Grady","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003076,S13003076,"Renfrew South and Gallowhill",1,1,Elected,1,1003,0,1003,,,,,,,,,,,,,,,,,,,,,,,9357,3854,3761,93,941,3,5
86183,"Kate Hughes","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003076,S13003076,"Renfrew South and Gallowhill",1,0,"Not elected",,341,9.49107,350.49107,,,,,,,,,,,,,,,,,,,,,,,9357,3854,3761,93,941,3,5
86184,"Dale Nelson","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003076,S13003076,"Renfrew South and Gallowhill",1,0,"Not elected",,446,2.99718,448.99718,,,,,,,,,,,,,,,,,,,,,,,9357,3854,3761,93,941,3,5
20874,"Andy Steel","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003082,S13003082,"Johnstone South and Elderslie",1,1,Elected,4,634,443.58138,1077.58138,27.51954,1105.10092,24.724,1129.82,,,,,,,,,,,,,,,,,,,13298,5723,5563,160,1113,4,6
20875,"Jacqueline Cameron","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003082,S13003082,"Johnstone South and Elderslie",1,1,Elected,1,1613,-500,1113,0,1113,0,1113,,,,,,,,,,,,,,,,,,,13298,5723,5563,160,1113,4,6
21933,"John Hood","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003082,S13003082,"Johnstone South and Elderslie",1,1,Elected,1,1310,0,1310,-197,1113,0,1113,,,,,,,,,,,,,,,,,,,13298,5723,5563,160,1113,4,6
86053,"Brian Jackson","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003082,S13003082,"Johnstone South and Elderslie",1,0,"Not elected",,595,4.6497,599.6497,36.54234,636.19204,27.1964,663.38844,,,,,,,,,,,,,,,,,,,13298,5723,5563,160,1113,4,6
86054,"Robert MacIntyre","Liberal Democrats",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003082,S13003082,"Johnstone South and Elderslie",1,0,"Not elected",,141,10.8493,151.8493,38.79804,190.64734,27.07278,217.72012,,,,,,,,,,,,,,,,,,,13298,5723,5563,160,1113,4,6
86055,"Iain McMillan","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003082,S13003082,"Johnstone South and Elderslie",1,1,Elected,1,1270,0,1270,0,1270,-157,1113,,,,,,,,,,,,,,,,,,,13298,5723,5563,160,1113,4,6
20878,"Robert Innes","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003084,S13003084,"Houston, Crosslee and Linwood",1,1,Elected,5,1020,13.08378,1033.08378,5.08544,1038.16922,44.53704,1082.70626,298.99238,1381.70,,,,,,,,,,,,,,,,,12758,5752,5609,143,1122,4,5
20879,"Audrey Doig","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003084,S13003084,"Houston, Crosslee and Linwood",1,1,Elected,1,1172,0,1172,0,1172,-50,1122,0,1122,,,,,,,,,,,,,,,,,12758,5752,5609,143,1122,4,5
21942,"Alison Dowling","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003084,S13003084,"Houston, Crosslee and Linwood",1,1,Elected,1,1568,-446,1122,0,1122,0,1122,0,1122,,,,,,,,,,,,,,,,,12758,5752,5609,143,1122,4,5
86027,"Connor Cunningham","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003084,S13003084,"Houston, Crosslee and Linwood",1,0,Excluded,4,515,394.21998,909.21998,120.93812,1030.1581,2.17566,1032.33376,-1032.33376,0,,,,,,,,,,,,,,,,,12758,5752,5609,143,1122,4,5
86028,"David McGonigle","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003084,S13003084,"Houston, Crosslee and Linwood",1,1,Elected,1,1334,0,1334,-212,1122,0,1122,0,1122,,,,,,,,,,,,,,,,,12758,5752,5609,143,1122,4,5
20881,"Iain Nicolson","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003086,S13003086,"Erskine and Inchinnan",1,1,Elected,1,1381,0,1381,,,,,,,,,,,,,,,,,,,,,,,13097,6051,5945,106,1190,4,6
20882,"Michelle Campbell","Scottish National Party (SNP)",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003086,S13003086,"Erskine and Inchinnan",1,1,Elected,1,1213,0,1213,,,,,,,,,,,,,,,,,,,,,,,13097,6051,5945,106,1190,4,6
21951,"Sam Mullin","Labour Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003086,S13003086,"Erskine and Inchinnan",1,1,Elected,1,1998,-808,1190,,,,,,,,,,,,,,,,,,,,,,,13097,6051,5945,106,1190,4,6
84112,"Alec Leishman","Conservative and Unionist Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003086,S13003086,"Erskine and Inchinnan",1,1,Elected,2,1054,182.7888,1236.79,,,,,,,,,,,,,,,,,,,,,,,13097,6051,5945,106,1190,4,6
86011,"Robert Irwin","Scottish Family Party",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003086,S13003086,"Erskine and Inchinnan",1,0,"Not elected",,112,54.9984,166.9984,,,,,,,,,,,,,,,,,,,,,,,13097,6051,5945,106,1190,4,6
86012,"Alan Jelfs","Liberal Democrats",renfrewshire,Renfrewshire,local.renfrewshire.2022-05-05,gss-S13003086,S13003086,"Erskine and Inchinnan",1,0,"Not elected",,187,255.5808,442.5808,,,,,,,,,,,,,,,,,,,,,,,13097,6051,5945,106,1190,4,6
2282,"Aileen Orr","Scottish National Party (SNP)",scottish-borders,"The Scottish Borders",local.scottish-borders.2022-05-05,gss-S13002767,S13002767,"East Berwickshire",1,1,Elected,5,899,2.2198,901.2198,3,904.2198,91,995.2198,83.6054,1078.83,-18.8252,1060,0,1060,0,1060,,,,,,,,,,,9029,4287,4238,49,1060,3,8
21809,"Carol Hamilton","Conservative and Unionist Party",scottish-borders,"The Scottish Borders",local.scottish-borders.2022-05-05,gss-S13002767,S13002767,"East Berwickshire",1,1,Elected,1,1328,-268,1060,0,1060,0,1060,0,1060,0,1060,0,1060,0,1060,,,,,,,,,,,9029,4287,4238,49,1060,3,8
85787,"James Anderson",Independent,scottish-borders,"The Scottish Borders",local.scottish-borders.2022-05-05,gss-S13002767,S13002767,"East Berwickshire",1,1,Elected,8,562,10.6954,572.6954,4,576.6954,28,604.6954,64.2108,668.9062,3.7776,672.6838,240.9728,913.6566,210.07556,1123.73,,,,,,,,,,,9029,4287,4238,49,1060,3,8
85788,"Peter Guthrie","Scottish Green Party",scottish-borders,"The Scottish Borders",local.scottish-borders.2022-05-05,gss-S13002767,S13002767,"East Berwickshire",1,0,Excluded,3,245,3.027,248.027,1.2018,249.2288,-249.2288,0,0,0,0,0,0,0,0,0,,,,,,,,,,,9029,4287,4238,49,1060,3,8
85789,"Lynda Jones","Conservative and Unionist Party",scottish-borders,"The Scottish Borders",local.scottish-borders.2022-05-05,gss-S13002767,S13002767,"East Berwickshire",1,0,Excluded,7,409,215.5224,624.5224,7.8072,632.3296,11.009,643.3386,23.009,666.3476,0.58256,666.93016,91.06204,757.9922,-757.9922,0,,,,,,,,,,,9029,4287,4238,49,1060,3,8
85790,"Raquel Lloyd-Jones",Independent,scottish-borders,"The Scottish Borders",local.scottish-borders.2022-05-05,gss-S13002767,S13002767,"East Berwickshire",1,0,Excluded,6,466,17.5566,483.5566,4.2018,487.7584,37.6054,525.3638,90.4036,615.7674,5.16928,620.93668,-620.93668,0,0,0,,,,,,,,,,,9029,4287,4238,49,1060,3,8
85791,"Edward Brownlie Prentice","Scottish Family Party",scottish-borders,"The Scottish Borders",local.scottish-borders.2022-05-05,gss-S13002767,S13002767,"East Berwickshire",1,0,Excluded,2,33,2.018,35.018,-35.018,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,9029,4287,4238,49,1060,3,8
